AIRPORT_ID,AIRPORT_NAME,AIRPORT_CITY,AIRPORT_STATE,AIRPORT_COUNTRY,ICAO,LCHG_DATE,RECORD_STATUS,Record_End
HOC ,HIGHLAND COUNTY                                   ,HILLSBORO             ,OH,  , ,6/2/89,A, 
HOE ,HOMERVILLE                                        ,HOMERVILLE            ,GA,  , ,6/2/89,A, 
HOM ,HOMER                                             ,HOMER                 ,AK,  , ,6/2/89,A, 
HON ,HURON RGNL                                        ,HURON                 ,SD,  , ,9/28/06,A, 
HOP ,CAMPBELL AAF (FORT CAMPBELL)                      ,FORT CAMPBELL/HOPKINSV,KY,  , ,3/10/11,A, 
HOT ,MEMORIAL FIELD                                    ,HOT SPRINGS           ,AR,  , ,6/2/89,A, 
HOU ,WILLIAM P HOBBY                                   ,HOUSTON               ,TX,  ,N,6/15/95,A, 
HOW ,HOWARD AFB                                        ,BALBOA                ,  ,PM, ,9/26/02,I, 
HPB ,HOOPER BAY                                        ,HOOPER BAY            ,AK,  , ,6/2/89,A, 
HPN ,WESTCHESTER COUNTY                                ,WHITE PLAINS          ,NY,  , ,6/2/89,A, 
HPT ,HAMPTON MUNI                                      ,HAMPTON               ,IA,  , ,6/2/89,A, 
HPY ,BAYTOWN                                           ,BAYTOWN               ,TX,  , ,6/2/89,A, 
HQG ,HUGOTON MUNI                                      ,HUGOTON               ,KS,  , ,6/2/89,A, 
HQM ,BOWERMAN                                          ,HOQUIAM               ,WA,  , ,6/2/89,A, 
HQU ,THOMSON-MCDUFFIE COUNTY                           ,THOMSON               ,GA,  , ,6/11/02,A, 
HQZ ,MESQUITE METRO                                    ,MESQUITE              ,TX,  , ,7/17/02,A, 
HRI ,HERMISTON MUNI                                    ,HERMISTON             ,OR,  , ,7/10/02,A, 
HRJ ,HARNETT RGNL JETPORT                              ,ERWIN                 ,NC,  ,N,10/25/07,A, 
HRL ,VALLEY INTL                                       ,HARLINGEN             ,TX,  , ,7/17/02,A, 
HRO ,BOONE COUNTY                                      ,HARRISON              ,AR,  , ,6/2/89,A, 
HRR ,HEALY RIVER                                       ,HEALY                 ,AK,  , ,6/2/89,A, 
HRT ,HURLBURT FIELD                                    ,MARY ESTHER           ,FL,  , ,6/2/89,A, 
HRU ,HERINGTON RGNL                                    ,HERINGTON             ,KS,  , ,9/28/06,A, 
HRX ,HEREFORD MUNI                                     ,HEREFORD              ,TX,  , ,6/2/89,A, 
HSA ,STENNIS INTL                                      ,BAY ST LOUIS          ,MS,  , ,4/24/07,A, 
HSB ,HARRISBURG-RALEIGH                                ,HARRISBURG            ,IL,  , ,6/2/89,A, 
HSD ,SUNDANCE AIRPARK                                  ,OKLAHOMA CITY         ,OK,  ,N,7/10/02,A, 
HSE ,BILLY MITCHELL                                    ,HATTERAS              ,NC,  ,N,7/9/02,A, 
HSI ,HASTINGS MUNI                                     ,HASTINGS              ,NE,  , ,6/2/89,A, 
HSL ,HUSLIA                                            ,HUSLIA                ,AK,  , ,10/25/07,I, 
HSP ,INGALLS FIELD                                     ,HOT SPRINGS           ,VA,  , ,6/2/89,A, 
HSR ,HOT SPRINGS MUNI                                  ,HOT SPRINGS           ,SD,  , ,6/2/89,A, 
HSSJ,JUBA ARPT                                         ,JUBA                  ,  ,SU,Y,1/8/90,A, 
HSSP,PORT SUDAN ARPT                                   ,PORT SUDAN            ,  ,SU,Y,1/8/90,A, 
HSSS,KHARTOUM ARPT                                     ,KHARTOUM              ,  ,SU,Y,1/9/90,A, 
HST ,HOMESTEAD ARB                                     ,HOMESTEAD             ,FL,  , ,2/22/95,A, 
HSV ,HUNTSVILLE INTL-CARL T JONES FIELD                ,HUNTSVILLE            ,AL,  , ,6/2/89,A, 
HTDA,DAR ES-SALAAM ARPT (APP/TWR/MET/NOF/COM/CIVIL ARLI,DAR ES-SALAAM         ,  ,TZ,Y,1/8/90,A, 
HTF ,HORNELL MUNI                                      ,HORNELL               ,NY,  , ,2/23/12,A, 
HTH ,HAWTHORNE INDUSTRIAL                              ,HAWTHORNE             ,NV,  , ,8/6/04,A, 
HTKJ,KILIMANJARO ARPT (APP/TWR/AIS/MET/CIVIL AIRLINES) ,KILIMANJARO           ,  ,TZ,Y,1/9/90,A, 
HTL ,ROSCOMMON COUNTY - BLODGETT MEMORIAL              ,HOUGHTON LAKE         ,MI,  , ,1/23/07,A, 
HTO ,EAST HAMPTON                                      ,EAST HAMPTON          ,NY,  ,N,1/18/96,A, 
HTS ,TRI-STATE/MILTON J. FERGUSON FIELD                ,HUNTINGTON            ,WV,  , ,7/24/02,A, 
HTW ,LAWRENCE COUNTY AIRPARK                           ,CHESAPEAKE/HUNTINGTON ,OH,  , ,3/10/11,A, 
HUA ,REDSTONE AAF                                      ,REDSTONE ARSNL HUNTSVI,AL,  , ,3/10/11,A, 
HUEN,ENTEBBE INTL ARPT (APP/TWR/AIS/MET/CAA)           ,ENTEBBE               ,  ,UG,Y,1/8/90,A, 
HUF ,TERRE HAUTE INTL-HULMAN FIELD                     ,TERRE HAUTE           ,IN,  ,N,9/28/06,A, 
HUL ,HOULTON INTL                                      ,HOULTON               ,ME,  , ,6/26/06,A, 
HUM ,HOUMA-TERREBONNE                                  ,HOUMA                 ,LA,  , ,6/2/89,A, 
HUS ,HUGHES                                            ,HUGHES                ,AK,  , ,6/2/89,A, 
HUT ,HUTCHINSON MUNI                                   ,HUTCHINSON            ,KS,  , ,6/2/89,A, 
HVC ,HOPKINSVILLE-CHRISTIAN COUNTY                     ,HOPKINSVILLE          ,KY,  , ,2/23/90,A, 
HVE ,HANKSVILLE                                        ,HANKSVILLE            ,UT,  , ,8/28/09,A, 
HVN ,TWEED-NEW HAVEN                                   ,NEW HAVEN             ,CT,  , ,6/26/06,A, 
HVR ,HAVRE CITY-COUNTY                                 ,HAVRE                 ,MT,  , ,6/2/89,A, 
HVS ,HARTSVILLE RGNL                                   ,HARTSVILLE            ,SC,  , ,7/17/02,A, 
HVY ,HAPPY VALLEY                                      ,HAPPY VALLEY          ,AK,  ,N,10/28/13,I, 
HWD ,HAYWARD EXECUTIVE                                 ,HAYWARD               ,CA,  , ,6/4/02,A, 
HWI ,HAWK INLET                                        ,HAWK INLET            ,AK,  , ,6/2/89,A, 
HWO ,NORTH PERRY                                       ,HOLLYWOOD             ,FL,  , ,6/2/89,A, 
HWQ ,WHEATLAND COUNTY AT HARLOWTON                     ,HARLOWTON             ,MT,  , ,8/28/09,A, 
HWV ,BROOKHAVEN                                        ,SHIRLEY               ,NY,  , ,6/2/89,A, 
HWY ,WARRENTON-FAUQUIER                                ,WARRENTON             ,VA,  , ,12/20/07,A, 
HXD ,HILTON HEAD                                       ,HILTON HEAD ISLAND    ,SC,  , ,7/17/02,A, 
HXF ,HARTFORD MUNI                                     ,HARTFORD              ,WI,  , ,6/2/89,A, 
HYA ,BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD            ,HYANNIS               ,MA,  , ,6/26/06,A, 
HYG ,HYDABURG                                          ,HYDABURG              ,AK,  , ,6/2/89,A, 
HYI ,SAN MARCOS MUNI                                   ,SAN MARCOS            ,TX,  , ,7/17/02,A, 
HYL ,HOLLIS CLARK BAY                                  ,HOLLIS                ,AK,  , ,4/26/11,A, 
HYR ,SAWYER COUNTY                                     ,HAYWARD               ,WI,  , ,7/24/02,A, 
HYS ,HAYS RGNL                                         ,HAYS                  ,KS,  , ,6/27/02,A, 
HYW ,CONWAY-HORRY COUNTY                               ,CONWAY                ,SC,  , ,6/2/89,A, 
HYX ,SAGINAW COUNTY H.W. BROWNE                        ,SAGINAW               ,MI,  ,N,7/2/02,A, 
HZD ,CARROLL COUNTY                                    ,HUNTINGDON            ,TN,  , ,7/13/10,A, 
HZE ,MERCER COUNTY RGNL                                ,HAZEN                 ,ND,  , ,9/28/06,A, 
HZL ,HAZLETON MUNI                                     ,HAZLETON              ,PA,  , ,6/2/89,A, 
HZR ,FALSE RIVER RGNL                                  ,NEW ROADS             ,LA,  , ,11/13/02,A, 
HZX ,ISEDOR IVERSON                                    ,MC GREGOR             ,MN,  , ,8/28/09,A, 
HZY ,NORTHEAST OHIO RGNL                               ,ASHTABULA             ,OH,  ,N,1/11/13,A, 
I00 ,JEFFERSON-WATSON                                  ,CHATHAM               ,VA,  , ,9/26/02,I, 
I01 ,EMPRESS RIVER CASINO                              ,JOLIET                ,IL,  , ,5/26/10,I, 
I03 ,GRAND TOWER                                       ,GRAND TOWER           ,IL,  , ,1/8/03,I, 
I04 ,QUAD-CITY                                         ,MOLINE                ,IL,  , ,6/2/89,A, 
I05 ,STURGIS MUNI                                      ,STURGIS               ,KY,  , ,10/25/07,I, 
I06 ,CITY OF TULIA/SWISHER COUNTY MUNI                 ,TULIA                 ,TX,  , ,8/6/04,A, 
I07 ,SUMMERSVILLE                                      ,SUMMERSVILLE          ,WV,  ,N,2/20/01,I, 
I08 ,CABIN CREEK USFS                                  ,BIG CREEK RANGER STATI,ID,  , ,3/10/11,A, 
I09 ,SHAWNEE STATE LODGE                               ,PORTSMOUTH            ,OH,  , ,9/26/02,I, 
I10 ,NOBLE COUNTY                                      ,CALDWELL              ,OH,  , ,6/2/89,A, 
I11 ,ANDY BARNHART MEMORIAL                            ,NEW CARLISLE          ,OH,  , ,4/26/11,I, 
I12 ,SIDNEY MUNI                                       ,SIDNEY                ,OH,  , ,6/2/89,A, 
I13 ,NEW RIVER GORGE                                   ,LANSING               ,WV,  , ,9/26/02,I, 
I14 ,EAGLE CREEK AIRPARK                               ,INDIANAPOLIS          ,IN,  ,N,9/17/97,I, 
I15 ,FAIRFIELD COUNTY                                  ,LANCASTER             ,OH,  , ,9/26/02,I, 
I16 ,KEE FIELD                                         ,PINEVILLE             ,WV,  , ,6/2/89,A, 
I17 ,PIQUA AIRPORT- HARTZELL FIELD                     ,PIQUA                 ,OH,  , ,9/3/03,A, 
I18 ,JACKSON COUNTY                                    ,RAVENSWOOD            ,WV,  , ,6/2/89,A, 
I19 ,GREENE COUNTY-LEWIS A. JACKSON RGNL               ,DAYTON                ,OH,  , ,9/28/06,A, 
I20 ,SKYDIVE GREENE COUNTY INC                         ,XENIA                 ,OH,  , ,6/2/89,A, 
I21 ,INDIANAPOLIS BROOKSIDE AIRPARK                    ,INDIANAPOLIS          ,IN,  , ,3/17/05,I, 
I22 ,RANDOLPH COUNTY                                   ,WINCHESTER            ,IN,  , ,6/2/89,A, 
I23 ,FAYETTE COUNTY                                    ,WASHINGTON COURT HOUSE,OH,  , ,6/2/89,A, 
I25 ,WELCH MUNI                                        ,WELCH                 ,WV,  , ,6/2/89,A, 
I26 ,HENDERSON CITY-COUNTY                             ,HENDERSON             ,KY,  , ,6/18/07,A, 
I27 ,ELKADER                                           ,ELKADER               ,IA,  , ,6/11/02,A, 
I28 ,ASHLAND-BOYD COUNTY                               ,ASHLAND               ,KY,  , ,11/20/08,I, 
I29 ,EAST PORT                                         ,EAST PEORIA           ,IL,  , ,9/26/02,I, 
I30 ,BEREA-RICHMOND                                    ,BEREA                 ,KY,  , ,11/27/06,I, 
I32 ,MOREHEAD-ROWAN COUNTY                             ,MOREHEAD              ,KY,  , ,7/28/14,I, 
I33 ,MARSHALL FIELD                                    ,GEORGETOWN            ,KY,  , ,9/26/02,I, 
I34 ,GREENSBURG MUNICIPAL                              ,GREENSBURG            ,IN,  , ,7/10/09,A, 
I35 ,TUCKER-GUTHRIE MEMORIAL                           ,HARLAN                ,KY,  , ,6/2/89,A, 
I36 ,HARRODSBURG MERCER CO                             ,HARRODSBURG           ,KY,  , ,9/26/02,I, 
I37 ,CARY FIRE DEPT                                    ,CARY                  ,IL,  , ,10/31/03,I, 
I38 ,ACTION AIRPARK                                    ,HARDENSTOWN           ,IN,  , ,5/26/10,I, 
I39 ,MADISON                                           ,RICHMOND              ,KY,  , ,6/2/89,A, 
I40 ,RICHARD DOWNING                                   ,COSHOCTON             ,OH,  , ,6/2/89,A, 
I41 ,ROBERT NEWLON FIELD                               ,HUNTINGTON            ,WV,  , ,6/2/89,A, 
I42 ,PAOLI MUNI                                        ,PAOLI                 ,IN,  , ,6/2/89,A, 
I43 ,JAMES A RHODES                                    ,JACKSON               ,OH,  , ,6/2/89,A, 
I44 ,DAHIO TROTWOOD                                    ,DAYTON                ,OH,  , ,8/30/07,A, 
I45 ,TRAGESSER                                         ,TIPTON                ,IN,  , ,9/26/02,I, 
I47 ,RUSSELL COUNTY                                    ,RUSSELL SPRINGS       ,KY,  , ,5/16/05,I, 
I48 ,CARTHAGE                                          ,CARTHAGE              ,IL,  , ,4/13/06,I, 
I49 ,ARNOLDS                                           ,SPRINGFIELD           ,KY,  , ,2/19/04,I, 
I50 ,STANTON                                           ,STANTON               ,KY,  , ,6/2/89,A, 
I52 ,INDIANAPOLIS TERRY                                ,INDIANAPOLIS          ,IN,  ,N,8/24/01,I, 
I53 ,LIBERTY-CASEY COUNTY                              ,LIBERTY               ,KY,  , ,6/2/89,A, 
I54 ,MAD RIVER INC                                     ,TREMONT CITY          ,OH,  , ,10/5/10,A, 
I55 ,GRINDSTONE AG                                     ,GLENNS FERRY          ,ID,  , ,9/26/02,I, 
I56 ,HOLIDAY INN EAST                                  ,SPRINGFIELD           ,IL,  , ,9/26/02,I, 
I57 ,PIKE COUNTY                                       ,WAVERLY               ,OH,  , ,9/26/02,I, 
I58 ,SANTA ROSA ROUTE 66                               ,SANTA ROSA            ,NM,  , ,4/26/11,I, 
I59 ,BLACK HAWK                                        ,SHERIDAN              ,IN,  , ,9/26/02,I, 
I60 ,AURORA CASKET CO.                                 ,AURORA                ,IN,  , ,9/26/02,I, 
I61 ,HAGERSTOWN                                        ,HAGERSTOWN            ,IN,  , ,6/2/89,A, 
I62 ,BROOKVILLE AIR-PARK                               ,BROOKVILLE            ,OH,  , ,6/2/89,A, 
I63 ,MOUNT STERLING MUNI                               ,MOUNT STERLING        ,IL,  , ,9/28/06,A, 
I64 ,ORTNER                                            ,WAKEMAN               ,OH,  , ,11/19/12,A, 
I65 ,GREEN ACRES                                       ,NEW LEBANON           ,OH,  , ,4/15/04,I, 
I66 ,CLINTON FIELD                                     ,WILMINGTON            ,OH,  , ,6/2/89,A, 
I67 ,CINCINNATI WEST                                   ,HARRISON              ,OH,  , ,6/2/89,A, 
I68 ,WARREN COUNTY/JOHN LANE FIELD                     ,LEBANON               ,OH,  , ,8/22/13,A, 
I69 ,CLERMONT COUNTY                                   ,BATAVIA               ,OH,  , ,6/2/89,A, 
I70 ,OBERLIN                                           ,OBERLIN               ,OH,  , ,9/26/02,I, 
I71 ,MORGAN COUNTY                                     ,MC CONNELSVILLE       ,OH,  , ,6/2/89,A, 
I72 ,WESTFIELD                                         ,WESTFIELD             ,IN,  , ,6/2/89,A, 
I73 ,MORAINE AIR PARK                                  ,DAYTON                ,OH,  , ,6/2/89,A, 
I74 ,GRIMES FIELD                                      ,URBANA                ,OH,  , ,6/2/89,A, 
I75 ,OSCEOLA MUNI                                      ,OSCEOLA               ,IA,  , ,9/28/06,A, 
I76 ,PERU MUNI                                         ,PERU                  ,IN,  , ,6/2/89,A, 
I77 ,CINCINNATI-BLUE ASH                               ,CINCINNATI            ,OH,  , ,6/2/89,A, 
I78 ,UNION COUNTY                                      ,MARYSVILLE            ,OH,  , ,6/2/89,A, 
I79 ,GENERAL ELECTRIC                                  ,PEEBLES               ,OH,  , ,6/2/89,A, 
I80 ,NOBLESVILLE                                       ,NOBLESVILLE           ,IN,  ,N,6/11/02,A, 
I81 ,BANNWART'S AIRPARK                                ,MICHIGAN CITY         ,IN,  , ,9/26/02,I, 
I82 ,WATCHA MC COLLUM                                  ,DANVILLE              ,IL,  , ,9/26/02,I, 
I83 ,SALEM MUNI                                        ,SALEM                 ,IN,  , ,6/2/89,A, 
I84 ,CROOKSVILLE                                       ,CROOKSVILLE           ,OH,  , ,12/20/07,I, 
I85 ,SHAWNEE COMMUNITY COLLEGE                         ,ULLIN                 ,IL,  , ,9/26/02,I, 
I86 ,PERRY COUNTY                                      ,NEW LEXINGTON         ,OH,  , ,6/2/89,A, 
I87 ,BEACHY'S                                          ,PLAIN CITY            ,OH,  , ,9/26/02,I, 
I88 ,PONTIAC MUNICIPAL                                 ,PONTIAC               ,IL,  , ,5/11/93,A, 
I89 ,FAYETTE                                           ,FAYETTEVILLE          ,WV,  , ,7/28/14,I, 
I91 ,BOONVILLE                                         ,BOONVILLE             ,IN,  , ,6/2/89,A, 
I92 ,REED RANCH                                        ,YELLOW PINE           ,ID,  , ,4/26/11,A, 
I93 ,BRECKINRIDGE COUNTY                               ,HARDINSBURG           ,KY,  , ,6/2/89,A, 
I94 ,MC DONALD FIELD                                   ,TAPLIN                ,WV,  , ,10/31/03,I, 
I95 ,HARDIN COUNTY                                     ,KENTON                ,OH,  , ,6/2/89,A, 
