date,state,city,weather,light,visibility,fatalities,primary_cause,type,pilot_age,total_hours_model_flown,hours_model_flown_90_days,hours_flown_90_days,total_hours_flown,pilot_certification,engines,aircraft_make,aircraft_model,hours_airframe,remarks
1979-08-12,AZ,MUNDS PARK,Hurricane,Day,Less than 1 mile,null,Continued VFR Flight Into Adverse Weather Conditions,Collision With Residences,53,1249,61,61,1249,null,1,CESSNA,182,2505,VFR PILOT ENCOUNTERED ADVERSE WEATHER. ATTEMPTED PRECAUTIONARY LDG ON GOLF COURSE. OVERSHOT FAIRWAY. HIT 4 HOUSES.
1979-08-19,NC,MERRIT,Wind,Day,null,null,null,Forced Landing,38,600,65,75,1100,null,1,CESSNA,A188,2135,ENGINE QUIT ON SPRAY TEST FLGHT. FOUND MAGNETO IDLER GEAR CAME OFF. IMPROPERLY SECURED.
1979-12-05,CO,DENVER,Hurricane,Day,null,null,Unsafe Acts By Third Party,Other/Miscellaneous,39,null,null,null,1300,null,1,CESSNA,210,null,FLIGHT CONTROLS NOT RESPONDING FULLY, PILOT RETURNED. FOUND TRASH BEHIND CONSOLE JAMMING ELEVATOR TRIM CHAIN.
1979-12-05,IN,BLOOMINGTON,Hurricane,Day,Greater than 10 miles,null,null,Gear Collapse,23,1,null,null,500,null,2,PIPER,PA44180,null,NOSE GEAR FAILED ON TOUCHDOWN. CAUSE UNKNOWN. PIPER IS TESTING. PN670008, #6714400, #587847. OTHER FAILURES KNOWN
1979-12-06,CA,YUBA CITY,Hurricane,Night,null,null,null,Gear Collapse,56,400,null,null,1100,null,1,PROPJT,200,null,NOSE GEAR FAILED TO EXTEND FOR LANDING. CENTERING CABLE PN66RO566 BROKE, ALLOWING GEAR TO COCK, LODGE IN WHEEL WELL
1979-06-06,WI,BURLINGTON,null,Day,3,null,Failed to Avoid Aircraft - Both Airborne,Midair Collisions (Both in Flight),23,45,26,319,904,null,1,PIPER,PA28R201,431,WHILE ON FINAL APPROACH, ACFT WAS STRUCK BY ANOTHER ACFT FROM ABOVE & FORCED TO RWY. OTHER ACFT WAS ALSO ON FINAL.
1979-12-06,NY,GLENS FALLS,Hurricane,Day,null,null,Unsafe Acts By Third Party,Other/Miscellaneous,26,30,null,null,155,null,1,GRUMAV,AA5A,null,LANDED WITHOUT NOSEWHEEL. THE PARTS FOUND ON DEPARTURE FIELD. MAINTENANCE FAILED TO INSERT COTTER PIN IN ATTACH NUT
1978-02-18,OH,CINCINNATI,null,Day,7,null,Landed Short,Collision With Airport Hazard,39,76,null,null,136,null,1,CESSNA,150,null,PILOT LOW ON FINAL, HIT A SNOWBANK AT THE APPROACH END OF THE RUNWAY.
1979-05-15,ND,FARGO,Light Snow,Day,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,23,4,4,6,29,null,1,PIPER,PA28140,807,STUDENT PILOT ABORTED TAKEOFF ON TOUCH AND GO,VERRED OFF RUNWAY,STRUCK RUNWAY LIGHT.
1979-10-20,FL,BUNNELL,Hurricane,Day,7,null,Aerobatics Below Safe Altitude,Stall,54,100,10,10,3100,null,1,AMTRPT,PITTSSPECS2S,623,MADE LOW PASS ON TAKEOFF OVER RUNWAY. PULLED UP ON A STEEP ROLLING CLIMB. ACFT STALLED. IMPACTED VERTICALLY.
1978-08-26,CA,BURBANK,null,Day,10,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,31,36,null,null,36,null,1,PIPER,PA28140,null,STUDENT LOST DIRECTIONAL CONTROL ON LANDING IN LIGHT CROSSWIND.
1979-08-17,VA,WIERWOOD,Hurricane,Day,10,null,Failed to Maintain Adequate Flying Speed,Spin,51,155,65,65,2050,null,1,AMTRSO,STARDUSTR300,728,PILOT STATED THAT HE ALLOWED THE AIRCRAFT TO STALL AND SPIN ON TAKEOFF.
1979-12-06,FL,BIG DARBY ISLAN,Hurricane,Day,null,null,Improper Level Off,Hard Landing,34,60,null,null,150,null,1,CESSNA,210,null,PILOT LANDED HARD, CAUSING NOSE GEAR FAILURE. AIRCRAFT LEFT RUNWAY, STRUCK EMBANKMENT.
1979-05-15,CA,ROSAMOND,Light Snow,Day,Greater than 10 miles,null,Failed to Maintain Adequate Flying Speed,Stall,49,261,48,52,1983,null,1,GULSTM,AA1C,460,STUDENT OVERSHOT RUNWAY ALIGNMENT ON FINAL.INSTRUCTOR INITIATED GO-AROUND.AIRPLANE STALLED,HIT GROUND,FLIPPED OVER.
1978-07-26,OR,PENDLETON,Wind,Day,Greater than 10 miles,null,null,Engine Malfunction,54,300,null,null,5025,null,1,PIPER,PA22150,null,PILOT TESTING FOR REPORTED ENGINE ROUGHNESS. ENGINE FAILED AFTER 10 MINUTES. CRANKSHAFT HAD BRKEN.
1978-12-02,NY,FARMINGDALE,Hurricane,Day,null,null,Miscellaneous Unsafe Actions - Starting Engine,Collision With Other,73,800,null,null,2340,null,1,MOONEY,M20C,null,HAND-PROPPED CRAFT WITH PASSENGER AT CONTROLS STARTED, MOVED FORWARD STRIKING PARKED CRAFT.
1979-11-22,AL,GROVE HILL,Hurricane,Day,5,null,Landing Far Down / Land Area Overshot,Overshoot Landing,37,67,6,13,258,null,1,CESSNA,182,637,PILOT TOUCHED DOWN ABOUT 1/2 WAY DOWN RUNWAY. RAN OFF END.
1979-05-26,TN,BENTON,Weather Non-Factor,Day,Greater than 10 miles,null,Landed Short,Collision With Trees,51,18,18,18,870,null,null,AMTRSC,SCHLEICHERK8,1120,PILOT FAILED TO FIND SUFFICIENT LIFT. UNABLE TO RETURN TO AIRPORT.
1979-10-01,IN,N.MANCHESTER,Light Snow,Night,null,null,Continued VFR Flight Into Adverse Weather Conditions,Airframe Failure - In Flight,37,null,null,null,1500,null,1,BLANCA,1731,1491,ACFT FLEW INTO AREA OF SEVERE WEATHER & TURBULENCE. PILOT LOST CONTROL. AIRFRAMESEPARATION OCCURRED IN FLIGHT.
1978-09-26,ND,GRAND FORKS,Light Snow,Day,Greater than 10 miles,null,Improper Procedure in Torque Flight Compensator,Other/Miscellaneous,29,250,null,null,900,null,2,CESSNA,414,null,AIRCRAFT LANDED ON PARALLEL TAXIWAY. TOWER GAVE GO-AROUND. PLANE THEN LANDED ON RUNWAY.
1979-03-01,WA,YAKIMA,Hurricane,Day,Greater than 10 miles,1,Failed to Avoid Ground or Water Collision,Controllable Collision With Ground,20,100,12,29,236,null,1,CESSNA,140,2100,AICRAFT IMPACTED LEVEL GROUND IN AN OPEN FIELD IN VFR WEATHER. CAUSE UNKNOWN.
1979-04-22,IA,OMAHA,null,Day,Greater than 10 miles,null,Full to Low Fuel,Controllable Collision With Ground,25,73,17,42,73,null,1,CESSNA,150,4143,STUDENT PILOT ON SOLO CROSS COUNTRY EXHAUSTED FUEL AND ATTEMPTED EMERGENCY LANDING.
1979-11-19,FL,DELRAY BEACH,Hurricane,null,7,null,Undetermined,Missing Aircraft,56,null,null,null,1340,null,2,BEECH,D50B,null,AIRCRAFT IS MISSING ON A FLIGHT FROM DELRAY BEACH TO KEY WEST, FLORIDA.
1978-05-10,WI,MAYVILLE,Hurricane,Night,Greater than 10 miles,null,Struck Birds in Flight Path,Collision With Birds,21,65,null,null,210,null,1,PIPER,PA32R300,null,STRUCK BIRD WHILE DESCENDING. NO DAMAGE.
1979-04-02,TX,ROANOKE,null,Night,null,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,29,20,null,null,20,null,1,CESSNA,152,504,STUDENT PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN. FIRST SOLO.
1979-05-26,FL,FT LAUDERDALE,Light Snow,Day,Greater than 10 miles,null,null,Other/Miscellaneous,59,3505,79,90,8148,null,1,PIPER,PA18,12700,TOWING BANNER. EXHAUSTED FUEL FROM ONE TANK. SWITCHED TO OTHER. ENGINE QUIT. DITCHED AIRCRAFT. VENT CAP CLOGGED.
1978-06-27,VA,WINCHESTER,null,Day,6,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,48,2000,null,null,3000,null,1,CESSNA,150,null,PILOT GIVING INSTRUCTION WITH THUNDERSTORMS IN THE AREA. LOST DIRECTIONAL CONTROL AFTER LANDING DUE TO GUSTS.
1979-12-05,NC,PIKEVILLE,null,Night,7,null,Landing Far Down / Land Area Overshot,Overshoot Landing,33,335,null,null,2378,null,1,CESSNA,150,null,STUDENT LANDED LONG ON WET GRASS STRIP. BRAKING INEFFECTIVE. SLID OFF END OF RUNWAY. INSTRUCTOR FAILED TO REACT.
1979-12-05,NY,ROCHESTER,null,Day,Greater than 10 miles,null,null,Forced Landing,19,500,null,null,630,null,1,PIPER,PA28150,null,ENGINE LOST POWER DURING TAKEOFF, PILOT LANDED SAFELY. FOUND FAILURE IN #3 CYLINDER EXHAUST VALVE, PN175068.
1979-04-05,CA,OAKLAND,Hurricane,Day,null,null,null,Controllable Collision With Ground,26,16,2,2,1600,null,1,PIPER,PA28R200,3722,AFTER LEVEL OFF, ACFT HAD RUNAWAY PROP. ENGINE FROZE UP DUE TO ENGINE OIL LOSS. FACTOR:IMPROPERLY INSTALLED OIL PAN
1979-12-05,FL,OPA LOCKA,Hurricane,Day,null,null,null,System Malfunction or Failure,null,255,null,null,3670,null,2,CESSNA,310,null,PILOT MADE SINGLE ENGINE GEAR UP LANDING AFTER ELECTRICAL, GEAR EXTENSION FAILURE. TOO LOW TO LOWER MANUALLY.
1979-12-05,CO,BROOMFIELD,Hurricane,Night,null,null,Selected Unsuitable Terrain,Collision With Other,25,30,null,null,415,null,1,CESSNA,172,null,PILOT TAXIED AIRCRAFT OFF TAXIWAY ONTO SOFT GROUND, DAMAGED TIP OF PROP.
1979-06-29,NM,WHITE'S CITY,Hurricane,Day,Greater than 10 miles,null,Full to Low Fuel,Forced Landing,24,86,49,49,159,null,1,PIPER,PA28161,390,PILOT FLEW UNTIL ENGINE FAILED DUE TO FUEL EXHAUSTION.
1979-06-30,TX,TYLER,Hurricane,Day,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Nose Up or Over,61,10,10,13,27792,null,1,CESSNA,195,1931,PILOT APPLIED BRAKES TOO HEAVILY ON LANDING ROLL. TAIL WHEEL AIRCRAFT FLIPPED OVER ON ITS BACK ON RUNWAY.
1978-09-08,RQ,SAN JUAN,Light Snow,Day,null,null,Failed to Avoid Aircraft - None or One Airborne,Collision With Other,null,264,null,null,13400,null,2,DOUG,DC3,null,AIRCRAFT TAXIED INTO PARKED HELICOPTER. SUN BLINDED PILOT.
1979-01-26,MO,JOPLIN,Hurricane,Day,3,null,Poor Preflight Planning - Weather Conditions,Stall,30,700,60,60,1200,null,1,BEECH,A36,346,ACFT WAS ON ILS APPROACH IN ICING CONDITIONS. PILOT STATED THAT WHEN HE PUT THE GEAR DOWN THE ACFT STALLED.
1979-12-06,TX,MESQUITE,Hurricane,Day,null,null,Forgot to Extend Landing Gear,Wheels - Up Landing,20,19,null,null,201,null,1,CESSNA,177,null,PILOT LANDED GEAR UP. GEAR LIGHTS AND WARNING HORN OPERATING NORMALLY.
1979-12-09,FL,LIVE OAK,Hurricane,Day,Greater than 10 miles,null,Improper Level Off,Hard Landing,null,156,null,null,959,null,1,PIPER,PA28140,null,PILOT LANDED FAST AND HARD. NOSE GEAR COLLAPSED AFTER BOUNCING.
1978-08-22,FL,DAYTONA BEACH,Hurricane,Night,null,null,Lost On/Off Course - VFR ,Other/Miscellaneous,22,null,null,null,null,null,1,PIPER,PA22,null,AFTER LOSING RADIO AT NIGHT PILOT LANDED ON WRONG AIRPORT.
1979-12-09,WY,CHEYENNE,null,Day,null,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,23,45,null,null,45,null,1,PIPER,PA38112,null,STUDENT LOST DIRECTIONAL CONTROL DURING TAKEOFF IN CROSSWIND. AIRCRAFT TIPPED ON NOSE. CONTROLLER HAD UPSET HIM.
1979-12-09,UT,OGDEN,Hurricane,Day,null,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,22,9,null,null,92,null,1,PIPER,PA18150,null,DURING LANDING ROLL, PILOT LOST DIRECTIONAL CONTROL WHEN HE RETRACTED FLAPS, RAN OFF RUNWAY. CAME TO REST ON NOSE.
1979-12-09,MT,TURNER,Light Snow,Day,Greater than 10 miles,null,Unsuitable Terrain Snow/Ice Area,Gear Collapse,66,7000,null,null,15000,null,1,PIPER,PA18,null,AIRCRAFT TOOK OFF IN SNOW. BRAKES FROZE, LOCKED. LANDED IN SNOW, LEFT GEAR BROKE OFF. DAMAGED WING TIP.
1979-12-09,CO,ENGLEWOOD,Hurricane,Day,Greater than 10 miles,null,Inadvertant Retrieval of Landing Gear,Gear Retrieval,24,630,null,null,1055,null,1,MOONEY,M20C,null,PILOT INADVERTENTLY RETRACTED GEAR DURING LANDING ROLL. DAMAGED PROP, NOSE COWL AND GEAR DOORS.
1979-12-09,IN,INDIANAPOLIS,null,Day,Greater than 10 miles,null,Poor Preflight Plan - Fuel Quantity,Forced Landing,24,100,null,null,598,null,1,CESSNA,150,null,INSTRUCTOR PILOT IGNORED STUDENTS PREFLIGHT REMARK THAT FUEL WAS LOW. RAN OUT OF FUEL, LANDED ON GOLF COURSE.
1979-12-09,CA,LONG BEACH,Hurricane,Night,null,null,null,Gear Collapse,29,null,null,null,2000,null,1,PIPER,PA28R200,null,PILOT UNABLE TO LOWER NOSE GEAR, LANDED ON MAIN ONLY. NOSE WHEEL COLLAPSED. CAUSE UNKNOWN.
1979-12-09,NY,PORT JERVIS,Hurricane,Dusk,10,null,Lost On/Off Course - VFR ,Other/Miscellaneous,71,null,null,null,109,null,1,CESSNA,172,null,PILOT LANDED ON HIGHWAY WHEN HE COULD NOT FIND DESTINATION AIRPORT. DARKNESS SET IN. NO DAMAGE.
1979-12-09,NE,OMAHA,Hurricane,Day,Greater than 10 miles,null,Inadvertant Retrieval of Landing Gear,Gear Retrieval,69,3900,null,null,4000,null,1,BEECH,36,null,DURING LANDING ROLL, LANDING GEAR RETRACTED.
1978-06-17,MO,SPRINGFIELD,Hurricane,Day,7,null,Improper Level Off,Hard Landing,29,10,null,null,75,null,1,MOONEY,M20J,null,PILOT HIT RUNWAY WITH PROP DURING A HARD LANDING PROP TIPS BENT. PILOT WENT AROUND, LANDED SUCCESSFULLY.
1978-03-24,OH,BERLIN CENTER,Hurricane,Day,Greater than 10 miles,null,null,Engine Malfunction,54,479,null,null,581,null,1,CESSNA,170,1181,ENGINE LOST POWER, THEN SIEZED. INTERMEDIATE (FORWARD) MAIN BEARING INSERT FAILED.
1979-04-18,NY,DURHAMVILLE,null,Day,Greater than 10 miles,null,Improper Management - Fuel Tank Selector,Collision With Fences and Posts,29,351,20,155,9300,null,1,GULSTM,AA1C,244,VIBRATION EXPERIENCED. ENGINE QUIT IN TRAFFIC PATTERN. HIT FENCE SHORT OF RUNWAY. FOUND AILERON BUSHING MISSING.
1979-12-15,MI,MARION,Light Snow,Day,10,null,Selected Unsuitable Terrain,Nose Up or Over,31,58,9,9,58,null,1,GULSTM,AA1C,546,NEWLY CERTIFICATED PILOT EXPERIENCED SEVERE TURBULENCE. MADE PRECAUTIONARY LANDING IN SOFT FIELD. NOSED OVER.
1979-12-02,MI,KALAMAZOO,Fog,Day,Greater than 10 miles,null,null,Forced Landing,45,45,null,null,12000,null,2,CESSNA,UC78,null,BOTH ENGINES QUIT EN ROUTE DUE TO FUEL RUST CONTAMINATION FROM LEFT FUEL SYSTEM. TANKS HAD BEEN PURGED, LINES NOT.
1979-09-10,TX,WICHITA FALLS,Hurricane,Day,10,null,null,Forced Landing,28,200,32,32,249,null,1,PIPER,PA28R180,2496,ENGINE LOST PARTIAL POWER ON TAKEOFF. FOUND INDICATIONS OF EXCESSIVELY RICH MIXTURE.
1979-12-02,MI,MANISTEE,Hurricane,Day,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,44,35,null,null,100,null,1,CESSNA,172,null,DURING TAKEOFF ROLL, PILOT'S WET SHOE SLIPPED OFF RUDDER PEDAL, BECAME WEDGED TO SIDE. ABORTED, SLID INTO SNOW.
1979-12-02,WY,JACKSON HOLE,Hurricane,Night,8,null,Improper Level Off,Hard Landing,50,270,null,null,1400,null,1,CESSNA,T210M,null,AIRCRAFT PICKED UP ICE ON APPROACH, VISIBILITY FELL. BOUNCED HARD ON LANDING, NOSE GEAR COLLAPSED, PROP DAMAGED.
1979-07-29,CA,SIMI VALLEY,Hurricane,Day,Greater than 10 miles,null,Poor Preflight Planning - Aircraft Performance,Collision With Residences,33,88,6,47,244,null,1,GULSTM,AA1C,null,MADE PREMATURE LIFTOFF. UNABLE TO CLIMB. HIT HOUSE OFF END OF RUNWAY.
1979-12-02,CA,SACRAMENTO,Hurricane,Night,1,null,Collided With Object on Final Approach,Collision With Runway/Approach Lights,41,200,null,null,420,null,1,CESSNA,172,null,PILOT DESCENDED TOO SOON, STRUCK LIGHT BAR SUPPORTING APPROACH LIGHTS. HIT WHEEL FAIRING, STABILIZER. LANDED SAFELY
1979-06-30,TX,NORTH RICHLAND,Hurricane,Day,10,null,Failed to Avoid Objects or Obstructions,Collision With Trees,25,20,9,9,102,null,1,GULSTM,AA1C,135,STARTED TAKE OFF, STARTED TO ABORT, THEN ELECTED TO GO. LIFT OFF AT END RUNWAY. HIT TREES ON CLIMB.
1979-12-05,CA,SAN JOSE,Hurricane,Day,4,null,Inadvertant Retrieval of Landing Gear,Gear Retrieval,56,319,27,27,1481,null,1,BEECH,H35,3782,PILOT SAID HE SAW A RED LIGHT IN LANDING GEAR INDICATOR AFTER TOUCHDOWN AND RECYCLED THE GEAR.
1979-06-24,CO,LINDON,Hurricane,Day,Greater than 10 miles,null,null,Forced Landing,48,4100,150,170,20402,null,1,CESSNA,172,3431,PILOT STRUCK HIGHWAY SIGN ON FORCED LANDING. CAUSE OF ENGINE FAILURE NOT DETERMINED.
1979-11-04,NC,BOONE,null,Day,Greater than 10 miles,null,Landing Far Down / Land Area Overshot,Overshoot Landing,31,50,22,172,830,null,1,PIPER,PA28180,2200,FAST LONG LANDING ON WET SOD RUNWAY. UNABLE TO STOP. STARTED GO AROUND. RAN OFF END RUNWAY. HIT TREES.
1979-12-02,OK,SHAWNEE,Unknown,Night,Greater than 10 miles,null,Forgot to Extend Landing Gear,Wheels - Up Landing,null,null,null,null,null,null,1,CESSNA,210,null,UNIDENTIFIED PILOT OF STOLEN AIRCRAFT LANDED ON I40, SLID THROUGH BRUSH. HAD 7-1/2 GALLONS FUEL, 5 CANS OF BEER.
1979-12-02,MA,HYANNIS PORT,Light Snow,Day,Greater than 10 miles,null,null,Forced Landing,43,150,null,null,4000,null,1,BLANCA,8,null,JUST AFTER AN INVERTED SPIN MANEUVER, ENGINE RAN ROUGH, PILOT LANDED ON GOLF COURSE. POSSIBLE AIR IN FUEL.
1979-12-02,CO,ELLICOTT,Hurricane,Day,null,null,null,System Malfunction or Failure,41,5,null,null,950,null,1,MOONEY,M20E,null,OIL PRESSURE FELL TO ZERO DURING CLIMB. FOUND BROKEN OIL LINE, APPARENTLY OVERHEATED, NEAR EXHAUST MANIFOLD.
1978-10-22,CA,LIVERMORE,Hurricane,Day,Greater than 10 miles,null,null,Gear Collapse,37,80,null,null,825,null,1,MOONEY,M20F,null,PILOT DETECTED A NOISE DURING GEAR RETRACTION. UNABLE TO GET IT DOWN AGAIN. THE GEAR MOTOR CLUTCH ASSEMBLY BROKE.
1979-12-02,FL,SANFORD,null,Day,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,58,20,null,null,20,null,1,TCRAFT,BC12D,null,STUDENT ON 2ND SOLO ADDED POWER FOR TAKEOFF. VEERED LEFT OFF RUNWAY, FAILED TO MAKE RUDDER CORRECTION, WENT OVER.
1979-05-15,GA,WARNER ROBBINS,Hurricane,Day,Greater than 10 miles,null,Improper Operation of Flight Controls in Air,Spin,39,null,null,null,8000,null,1,AMTRPT,PITTSSPECIAL,null,PRACTICING LOW ALTITUDE AEROBATICS, MADE INVERTED PULL-UP OVER RUNWAY. STALLED AND SPUN IN.
1978-04-14,IN,INDIANAPOLIS,Light Snow,Night,Greater than 10 miles,null,null,Wheels - Up Landing,32,4,null,null,7000,null,2,CESSNA,402,1448,PILOT UNABLE TO EXTEND RIGHT GEAR FOR LANDING. FOUND STRUT UPPER STOP BEARING FAILED CAUSING GEAR TO JAM.
1979-12-02,FL,MCCLENNEY,Hurricane,Day,Greater than 10 miles,null,Landed Short,Undershoot Landing,34,100,null,null,445,null,1,BEECH,T34A,null,WHILE ATTEMPTING LANDING ON GRASS STRIP, PILOT LET AIRSPEED GET TOO SLOW, TOUCHED DOWN SHORT, COLLAPSED NOSE GEAR.
1979-12-03,NY,WAPPINGERS FALL,Hurricane,Dusk,Greater than 10 miles,null,Forgot to Extend Landing Gear,Wheels - Up Landing,52,200,null,null,900,null,2,PIPER,PA30,null,PILOT FAILED TO LOWER GEAR FOR LANDING, HEARD PROPS STRIKE RUNWAY, WENT AROUND, LANDED SAFELY.
1979-12-03,OH,BOWLING GREEN,Hurricane,Day,null,null,Started Engine Without Assistance/Equipment,Other/Miscellaneous,66,200,null,null,600,null,1,CESSNA,172,null,WHILE HAND PROPPING AIRCRAFT, ENGINE STARTED. IT MOVED FORWARD STRIKING PARKED AIRCRAFT, DAMAGED BOTH.
1978-06-18,UT,DUCHESNE,Hurricane,Day,null,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,33,289,null,null,297,null,1,BEECH,C23,null,PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN IN A MODERATE CROSSWIND.
1979-12-03,FL,FT LAUDERDALE,null,Day,null,null,Failed to Avoid Ground or Water Collision,Controllable Collision With Ground,null,31,null,null,1000,null,1,PIPER,PA28180,null,DURING PRACTICE ENGINE FAILURE, STUDENT STALLED NEAR GROUND. POWER APPLIED TOO LATE, WHEELS HIT, GEAR COLLAPSED.
1978-05-30,FL,ORMOND BEACH,null,Day,7,null,Operational Gear Control Failed,Wheels - Up Landing,null,104,null,null,555,null,1,MOONEY,M20C,null,GEAR SELECTED DOWN AND CB POPPED. PILOTS DID NOT NOTE CB OR CHECK GEAR POSITION BEFORE LANDING.
1979-07-17,AK,NINILCHIK,null,Day,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Nose Up or Over,35,24,24,24,24,null,1,CESSNA,170,3742,STUDENT PILOT BOUNCED ACFT ON LANDING. WING CAUGHT BRUSH ON EDGE OF RUNWAY. ACFT FLIPPED OVER.
1979-12-03,AZ,SEDONA,null,Day,null,null,Failed to Avoid Objects or Obstructions,Collision With Wires-Poles,24,16,null,null,17,null,1,CESSNA,150,null,STUDENT FLYING ABOVE ROAD AT 60 FEET AGL SEVERED POWERLINES WITH PROP, NICKED PROP, RETURNED AND LANDED SAFELY.
1979-11-14,NM,ELIDA,Light Snow,Night,Greater than 10 miles,null,Poor Preflight Plan - Fuel Quantity,Gear Collapse,51,25,1,25,1800,null,2,CESSNA,421,1387,ENGINES STOPPED DUE TO FUEL EXHAUSTION. MADE WHEELS-UP LANDING IN FARM FIELD.
1979-09-19,VA,CHAMPLAIN,Light Snow,Day,Greater than 10 miles,null,Poor Preflight Plan - Fuel Quantity,Forced Landing,38,700,300,300,1500,null,1,HILLER,FH1100,2969,ENGINE FAILED DUE TO FUEL EXHAUSTION. AIRCRAFT LOST ROTOR SPEED AND LANDED HARD.
1979-02-23,OH,MARION,Light Snow,Night,Less than 1 mile,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,37,215,16,193,7301,null,2,CESSNA,421,1899,PILOT LOST DIRECTIONAL CONTROL ON NIGHT LANDING WITHOUT LANDING LIGHTS. STRUCK SNOWBANK ON EDGE OF RWY.
1979-10-24,IL,MAKANDA,Hurricane,Day,Greater than 10 miles,null,Delayed in Initiating Go-around,Collision With Trees,23,4,2,4,192,null,1,BLANCA,7,816,PILOT ATTEMPTED A GO AROUND WHEN IT APPEARED HE COULD NOT STOP ACFT ON RWY. STRUCK TREE OFF END OF RWY.FROST ON GR
1978-05-11,MS,MADISON,Light Snow,Day,null,null,Unsafe Acts By Third Party,Wheels - Up Landing,30,150,null,null,2600,null,2,PIPER,PA34200,null,PILOT UNABLE TO EXTEND GEAR FOR LANDING. IT WAS JAMMED BY OVERSIZE TIRES.
1979-12-01,OH,CINCINNATI,Hurricane,Day,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Nose Up or Over,35,45,null,null,7200,null,1,LUSCOM,8,null,WHILE MAKING A TAXI TURN IN GUSTY WINDS, PILOT APPLIED UNEVEN BRAKES, AIRCRAFT NOSED INTO TAXIWAY.
1978-08-19,NJ,SPARTA,Hurricane,Night,Greater than 10 miles,null,null,Engine Malfunction,52,70,null,null,140,null,1,CESSNA,177,null,ROUGH RUNNING ENGINE PRECIPITATED LANDING ON FREEWAY.
1979-12-01,AL,BESSEMER,Hurricane,Unknown,10,null,null,Wheels - Up Landing,29,200,null,null,2000,null,1,CESSNA,210,null,FORCED TO LAND GEAR UP DUE PROBLEM IN ELECTROL POWER PACK. DOOR ISOLATION CHECK VALVE IMPROPERLY POSITIONED.
1979-04-15,NC,ROSEBORO,Light Snow,Day,Greater than 10 miles,null,Inadequate Flight/Supervising Pilot,Controllable Collision With Ground,25,424,98,201,772,null,1,CESSNA,150,2377,INSTRUCTOR LET STUDENT GET TOO LOW ON SIMULATED FORCED LANDING. COULD NOT CLEAR TREE, TRIED TO TURN, HIT GROUND.
1979-09-13,FL,STUART,Hurricane,Night,Greater than 10 miles,null,Miused Carburetor Heat / Deicing Procedure,Forced Landing,27,4,null,66,180,null,1,CESSNA,182,2556,PILOT DESCENDED FROM 8500 FEET. AT 250 FEET THE ENGINE FAILED. NO MALFUNCTION WAS FOUND.
1979-02-05,NY,ALBANY,Hurricane,Day,Greater than 10 miles,null,Taxied/Parked Without Proper Assistance,Nose Up or Over,48,65,19,368,368,null,1,PIPER,PA22108,3172,ACFT BLOWN OVER INVERTED WHILE TAXIING TO PARK AFTER LANDING. STRONG GUSTY SURFACE WINDS EXISTED AT OCCURANCE
1978-09-10,OH,ASHLAND,Hurricane,Day,4,null,null,Engine Malfunction,57,20,null,null,13000,null,null,null,null,null,FORCED LANDING AFTER ENGINE QUIT. FOUND MAGNETO COILS BAD.
1979-12-30,MI,ROYAL OAK,Hurricane,Night,Less than 1 mile,2,Continued VFR Flight Into Adverse Weather Conditions,Uncontrollable Collision With Ground,18,null,null,30,250,null,1,PIPER,PA28161,29,VFR PILOT DID NOT CHECK WEATHER FOR NIGHT LOCAL FLIGHT. RAN INTO FOG RETURNING TO AIRPORT. LOST CONTROL OF AIRCRAFT
1979-08-11,NE,HAY SPRINGS,Hurricane,Day,Greater than 10 miles,null,Selected Unsuitable Terrain,Nose Up or Over,33,50,8,10,279,null,1,PIPER,PA28140,3515,ATTEMPTED TAKEOFF FROM FARM FIELD. NOSE GEAR STRUCK MOUND OF DIRT. COLLAPSED. DENSITY ALTITUDE A FACTOR.
1979-08-06,KS,STILWELL,Fog,Day,10,null,Miscellaneous Misuse - Fuel System,Controllable Collision With Ground,63,2000,5,37,10000,null,1,BEECH,35,1394,ENGINE STOPPED DUE TO FUEL STARVATION. ATTEMPTED TO STRETCH GLIDE TO AIRPORT RUNWAY. HIT GROUND SHORT OF RUNWAY.
