c5,remark
19731022036429A,ACFT HIT MOUND DIRT EMERG LDG GR COLLAPSED.LNDD AT NASSAU AND BIMINI DID NOT REFUEL.
19731022036829A,BANKED L WENT UNDER POWERLINE TO AVOID HOUSE IN PATH HIT GND IN PUMPKIN PATCH.
19731022037809A,"STRUCK APP LTS RNWY 6L,GO AROUND LANDED RNWY 13 ON DAMAGED NOSE GEAR"
19731023033519A,PAX LOCKED DOOR PLT DID NOT CK.DOOR OPENED AND SEPARATED FROM FRAME ACFT PITCHED VIOLENTLY.
19731023034379A,FLEW INTO WIRE ACROSS RIVER.
19731023034569A,UNSECURED SEATBELT IN SLIPSTREAM.PLT ABORTED TKOF WHEN HEARD POPPING NOISES-SEAT BELT HANGING OUT.
19731023034779A,RAN OUT OF FUEL ON BASE LEG UNDERSHOT RUNWAY STRUCK TREES.
19731023036069A,TEST FLT.LOST BOLT CAUSED LOSS OF LATERAL CYCLIC CONTROL
19731023037449A,"R ENG QUIT ON DOWNWIND,FEATH PROP.L TANKS EMPTY.R BOOST PUMP & X-FEED OFF.DIRT & WATER IN TANKS."
19731023037819A,AIRBORNE ABT 7-8FT ACFT DSCNDD T/D DRIFTING SKIDDED INTO CULVERT.WIND GUSTING 15K.
19731023042759A,WND GUSTING 20K.
19731024033109A,PLT DIDNT CK TANKS OR MONITOR REFUELING.
19731024034789A,"EMGCY GR EXTN REQUIRES 50 CRANK ROTATIONS,PLT DIDNT COUNT TURNS.DEAD BATTERY PVTD REG ACTUATION."
19731024034799A,"PLT MISREAD WINDSOCK.LOWERED NOSE TO INCREASE SPEED,HIT GROUND.GUSTS TO 25K."
19731024034809A,"CONNECTING ROD BOLTS P/N 78027 FAILED NR 3 AND 4 CYL.MFG REC 40FT LB TORQUE,BOLTS TORQUED 36FT LB."
19731024034819A,4TH SOLO FLT.
19731024035569A,DURING TAKEOFF ROLL LEFT TIRE BLEW OUT.HIT ROCKS ON L SIDE OF RWY.
19731024036839A,STOL MODIFICATION.WIND GUSTING 37K.
19731024038879A,GUSTING TO 25K.
19731025033569A,PLT MADE TOO TIGHT A TURN WHILE IN A STEEP BANK FROM BASE LEG TO FINAL RETRN FLT TEST ON SPRAY EQP
19731025033659A,WING CAUGHT TALL WEEDS BORDERING RIGHT RUNWAY EDGE.LDG GR STRUCK A LOW DIKE ALONG THE DITCH BANK.
19731025033699A,PROPPED ENG WITH SWITCH ON.
19731025033819A,TKOF WITH APRX 4 GAL FUEL ON BOARD ENG QUIT WHILE ACFT IN STEEP CLB ANGLE TO 150FT AGL.
19731025034389A,
19731025034579A,RECOVERED FROM MTN SLOPE 10/26/73.MARGINAL WEA COND REPORTED IN AREA.
19731025034919A,"LVLD OFF HI,R WING DROPPED HIT GROUND,ACFT TURNED OVR NOSE FIRST"
19731025034929A,ENGS LOST PWR.PLT NOT MULTI-ENG RATED.TEST FLT AFTER BOTH ENGS OVHLD.NO ENG MALFUNCTION FOUND.
19731025035109A,"PLT NOTED OIL PRES FLUCTUATING,IMMEDIATE LDG ON GRAVEL RD,LOST CTL SLID INTO CANAL.LOOSE FITTING."
19731025035119A,PLT INCAPCTATN FOR REASN NOT DETERMND.ACFT OBSVD SPINNG NO ATTMPTD RECOVERY.NO ACFT MALFNCTN FOUND
19731025035319A,ENG OIL BATH COVER DOOR OPENED IN FLT.COVERED M/R BLADE V BELTS & CAUSED SLIPPAGE.NO SAFETY METHOD
19731025036079A,"ARSENIC ACID LEAKED ON R AILERON CABLE FROM TUBING.CABLE SEPARATED,LNDD IN COTTON FLD."
19731025036439A,TAIL BOOM SEPARATED AT STA 70.PRIOR DMG & REPAIRS TO AREA IN 1969.
19731025037649A,BULKHEAD SUPPORTING REAR SPAR FAILED AT GLUE JOINT WING TWISTED DRAGGED ON RUNWAY.
19731025037829A,"WX -X 1/16MILE FOG.DRIFTED LT AFT TKOF,CORRECTED,THEN ROLLED LEFT THRU TREES INTO L.MIAMI RIVER."
19731025042769A,SMALL AMT SILT FOUND IN CARB FLOAT BOWL.ONLY DISC NOTED.ENG RAN NORMALLY W NO REPAIR OR ADJUSTMNT.
19731026034139A,"FAILED LEFT ENG DRIVEN FUEL PUMP HAD APR 2875 HOURS WITHOUT OVERHAUL.PROP NOT FEA,BOOST PUMP OFF."
19731026034149A,HI NO FLAT APCH. RAN OFF END INTO ROCKS & DEBRIS.DELAYED BRAKING.
19731026036089A,DPTD SWATH RUN OBSVD STEEP L TURN REVERSED DSCNDD.TWO TANK ONE FEED.FUEL SEL FOUND IN OFF PSN.
19731026036449A,INVESTIGATION UNDER THE JURISDICTION OF THE BAHAMIAN GOVERNMENT.
19731026036459A,PLT EXPD DIFFICULTY RCVG TWR FOR LDG CLNC.
19731026036469A,PLT NOT AIRPLANE RATED.PLT MADE A 90 DEG BANKING L TURN BFR DSCNDG.
19731026036479A,STRUCK UNLIGHTED PARKED AIRCRAFT WITH BLOWN TIRE LOCATED 148 FT BFR RWY.PLT DIDNT SEE ACFT IN TIME
19731026036849A,TOOK OFF FROM CURVING CITY STREET.L WG HIT SMALL TREES & SHED. CRASHED ON FROZEN LAKE.
19731026036859A,LANDING GEAR RETRACT ARM PN21012-03 FAILED
19731026041819A,"BOTH ENG CROSSFEED,MIXT LEAN DSCNDD FM 6500 FT TO 2800FT BOTH ENG QUIT.UN RESTART LNDD IN CORN FLD"
19731027033309A,MISTOOK TRUCK ON PROPERTY NEXT TO RWY DEP END FOR ONCOMING ACFT DUE REFLECTION. ABORTED TKOF.
19731027033619A,"LOST CTL DRG ATMPTD TURN ARND IN STEEP CANYON.NEAR MAX GROSS WT,CG AT AFT LIMITS.6400 FT AT SITE."
19731027034159A,WATER MARK OR LINE ON SIDE OF CARB BOWL FLOAT CHAMBER.WATER MIXED WITH SEDIMENT FORMED HARD SUBST.
19731027034589A,R TIRE BLEW OUT.
19731027034829A,INVEST UNDER JURISDICTION OF GOVT OF MEXICO.
19731027034939A,"LANDED DOWNWIND ON WET SOD,SLID INTO DITCH"
19731027034949A,DRG FLARE OUT ACFT DRIFTED OFF R SIDE OF RWY STRUCK DIRT EMBANKMENT.
19731027035329A,SLT DNWND COND SKIDDED ON WET TURF.
19731027035579A,
19731027035779A,"PLT STATED X-WIND GUSTING TO 18K VBL. ACFT PORPOISED,DMGD FIREWALL & ENG MOUNTS."
19731027036099A,OTR PLTS EXPD BRAKE FADE DRG TAXI BACK TO TIEDOWN BRAKES CKD OK.GREASY RESIDUE FOUND ON BRAKE DISC
19731027036869A,ACFT DPTD RWY CAME TO REST ON FAR BANK OF DRAINAGE DITCH.
19731027036879A,FLEW INTO OBSCURED MTN SLOPE. RECOVERED 10/28/73.PLT ADVSD VFR FLT NOT RECOMMENDED BY FSS.
19731027039989A,PLT MADE HARD LNDG FIRST APP. EXCTD GO ARND AND MADE SECOND HARD FINAL LNDG.
19731028033319A,TKOF FM HAY FLD AT CAMERON RANCH.OVRHD WIRES.
19731028034839A,NO OIL FOUND IN ENG.NO MALFUNCTION DISCLOSED DRG POST EXAM OF ENG.
19731028034849A,OVR RAN STRIP COLLIDED WITH ROADSIDE DITCH.FROST ON ALFALFA.
19731028034959A,NO EVIDENCE OF DUAL IN TYPE ACFT. BUZZED RWY & MADE STEEP PULL UP TO STALL.
19731028035339A,FLEW UNDER PWR LINES INTO HILL SIDE. PLT LEFT 2 SUICIDE NOTES. HAD DEP MODESTO WITHOUT TWR CLNC.
19731028035589A,NO NARRATIVE AVAILABLE
19731028036109A,PLT LND LONG HIT TRUCK ON FAR END OF RUNWAY.
19731028036889A,"B-727 CLRD 8000 FT,VERIFIED 8100.BEECH CLRD 7000 FT,ALT UNDET.CP SEAT BACK & BELT FAILED.WG DMGD."
19731028036899A,APLD PWR MIDWAY DN 3188FT RWY.DID NOT CLR TREES AT END OF RWY.
19731028041089A,CONT INTO KNOWN POOR WEA.FLEW INTO MTN DRG ATTMPTD TURN ARND.
19731028041639A,ROTOR STRUCK 3/8 INCH GUY WIRE.PLT LOOKING BACK AT SPRAY PATTERN.WEED CONTROL.
19731028042879A,INVESTIGATION UNDER JURISDICTION OF GOVT OF MEXICO.
19731029035349A,FOURTH LANDING OF FIRST SOLO FLIGHT.
19731029036489A,"OFF RWY INTO SAND,HIT DITCH.GR COLLAPSED."
19731029038619A,PLT INFORMED STRIP SHOULD BE CKD BFOR LDG.MADE 5 PASSES & LND.GR BROKE THRU CRUST.5-8 IN SNOW.
19731029041489A,HVY ICG RPRTD N&S SLC.SW ALL QUADRANTS.FLEW INTO CLOUDS.UN TO COMPLY W ATC INSTRUCTIONS.GUSTS 28K.
19731029042309A,"LOST DIR CNTL ON TAKEOFF,HIT CACTUS,SETTLED,HIT RIVERBED BANK-GUSTING TO 20K.PLT HAD NO OFCL RECRD"
19731030035789A,
19731030037839A,"FULL PWR RECOVERY,NOSE HI."
19731030037849A,LOC APCH DSCNDD BLO MDA 1040 FT HIT TREE STATIC SYS CKD OK ALT 50 FT LOW AT SEA LEVEL.
19731030040649A,"NRS 5 & 6 CONRODS FAILED. SWERVED TO AVOID FENCE,DITCH & HOUSE."
19731030042809A,INVEST UNDER JURISDICTION OF GOVT OF S.VIETNAM.
19731030042959A,"MAG IMPULSE COUPLER FLY WTS FAILED,JAMMED MAG DRIVE GR. LND ON TUNDRA."
19731031032699A,"LACK OF LNDG MANAUEVER PREPARATION.ACFT VEERED L,PROCEEDED ACROSS 48FT SHOULDER,HIT DITCH."
19731031035359A,PILOT TUBE BLOCKED WITH INSECTS. CAUSED ERRONEOUS A/S & VSI READINGS. PLT PREOCCUPIED.
19731031035369A,IP DID NOT APPROVE NIGHT SOLO FLT.ACFT IMPACTED IN A BARN YARD ABT 1 MILE SHORT OF RWY.
19731031035799A,NR 6 CYL CONROD CAP BOLT FAILED.LND IN BRUSH.
19731031035809A,"PLT ADMITTED TO HOSP 11/5/73 FOR TESTS,EXPIRED 11/25/73,LUNG CANCER."
19731031037859A,QUASI-PRIVATE ARPT.ROAD CROSSES RUNWAY.A/C COLLIDED WITH TRUCK CROSSING RWY.
19731031039541A,L HORIZ STAB & ELEV OF C-150 DMGD. PROP OF PA-28 RCVD DMG. BOTH ACFT LND OK.
19731031039542A,C-150 IN LDG FLARE. OVERRUN BY PA-28. C-150 WAS MONITORING BRADLEY APC. PA-28 CTCD UNICOM.
19731031042429A,BOLT SECURED CTL COLUMN. RAN OFF END OF RWY. PAX SEATS IMPROPERLY INSTALLED.
19731031043019A,ADVSD OF ICING COND DRG WX BRIEF.NO WING DEICE EQUIP.TRANSPONDER INOP.POSSIBLE RADIO MALFUNCTION.
19731101034169A,UNAUTHORIZED FLT OUT OF LOCAL AREA.HDWD ENROUTE.
19731101034599A,BOOST PUMP SUSPECTED SOURCE OF FIRE.ELECTRIC FUEL BOOST PUMP BADLY BURNED IN AREA OF INTENSE FIRE.
19731101035129A,UPLOCK PUSH-PULL TUBE P/N 0841142-1 BKN ON LOCK END WHEEL WELL TORQUE BKT P/N 5028002-1 LOOSE.
19731101035139A,NO ENG MALFUNCTION FOUND. HIT CORRAL FENCE.
19731101035599A,PLT BECAME LOST EXTD ROUTE OF FLT DID NOT OBTAIN ADD FUEL.EX FUEL 30MIN AFTR DPTG DYERSBURG.
19731101036499A,"COOLING SYS FAN BELT FAILED,DMG CYCLIC HYD CTL UNIT. LND STUMP COVERED TERRAIN."
19731101036509A,CKD FUEL IN TANKS WITH STICK PLT ESTD AMOUNT ON STICK.CIRCLED ARPT FOR LDG RWY 33 LNDD IN SWAMP
19731101038519A,"HIT 2 CARTS BEING TOWED ACROSS TAXIWAY.PLT SAID NAV,ANTI-COLL,L TAXI LT ON.OBS SAW NO LTS ON ACFT."
19731101038889A,"LOST,REQD ATC ASSISTANCE.CONFUSED,FAILED TO MNTN CLR OF CLOUDS,DISORIENTED."
19731101041419A,
19731102033479A,COLLIDED WITH PARKED UNATTENDED ACFT CESSNA 150 N5926T SUBSTANTIAL DAMAGE UNLIGHTED PARKING AREA.
19731102035149A,"DRG LVL OFF,ACFT DRIFTED L.T/D ON L GR.HARD LDG."
19731102035159A,PLT USED AUX FUEL TNK IN TRAFC PTRN/ACFT PLACRD FOR USE IN LEVEL FLT ONLY.T/D 3 POINT ATTITUDE.
19731102035609A,ACFT DRIFTED SIDEWARD DRG TOUCHDOWN.WIND GUSTING 20K.
19731102035819A,LND ON DRY SALT BED. GR HIT DEPRESSION.
19731102037869A,OBS IN LOW FLT OVER HIWAY IN SNOW STORM. PLT NOT MULTI-ENG OR INST RATED. PLT DIED FROM EXPOSURE.
19731102037879A,LOW SPEED PHOTO PASSES OVER GOLF COURSE LOCATED BETWEEN MTNS.RECOVERED FROM HOLLOW 11/03/73.
19731102038529A,SLID OFF MUDDY RWY. GUSTING TO 15K.
19731102038539A,"NO DUAL CHECK-OUT.02 SYSTEM EMPTY.LO CEILINGS,TOPS 10000FT.ACFT INTACT UNTIL IMPACT."
19731102038899A,L MLG TIRE BLOWOUT DURNG LNDG ROLL-49 HRS TOT TIME ON RECAPPED TIRE.FAILED FOR UNDET REASON.
19731102041099A,BLADE SEPARATED IN SHANK AREA AT FIRST THREAD.NO RECORD OF AD 72-25-7 HAD BEEN COMPLIED WITH.
19731103033949A,STDNT PLT ATTMPTD NIGHT LNDG ON FARM ROAD AFTER ENCOUNTERING ADVERSE WEA.
19731103034399A,ACFT STALLED APRX 2-4 FT AGL WITH FULL PWR.
19731103034409A,HIT WOODEN RWY MARKER.PLT DIVERTED ATTN TO TAXIING ACFT.
19731103034609A,ACFT NEAR MAX GWT.
19731103034969A,"UNIMPROVED RWY DNWND,DNHILL.PLT DID NOT TKOF IN OTR DIR DUE UPHILL AND HI TREES."
19731103035169A,PLT DID NOT MAKE REFUELING STOP DUE CONCERN BEING STRANDED DUE POSSIBLE CLOSED FUEL FACILITIES.
19731103036119A,WHILE DOCKING FLOATPLANE WAKE FROM PASSING BOAT AND WIND GUSTS PUSHED TAIL UNDER WATER.FLOAT EQPD.
19731103036519A,ACFT FOUND ABANDONED.RCVRY DATE 11/3/73.DATE OF ACCIDENT & INJURY INDEX PRESUMED.
19731103036529A,PILOT STATED ENCOUNTERED GUST AT 40 FT.AIRCRAFT TIPPED AND STALLED. FUEL CAP VENT REVERSED
19731103036909A,"FLT WAS FOR HIRE. RECOVERED 11/4/73. DSCND INTO LOW CLDS TWICE,HIT TREES 2ND ATTMPT."
19731103036919A,INFLT ENG ROUGHNESS DRG GO-AROUND ENG QUIT.WIND GUSTING 29K.
19731103037239A,WIND GUSTING 20K.
19731103037889A,
19731103037909A,UPPER TORQUE ATTACHMENT BOLT BROKE
19731104033759A,PLT MADE A LOW PASS OVR PARKED TRAILERS AT CAMP GROUND-OWNED A TRAILER PARKED IN THE CAMP GROUND.
19731104034979A,PLT OBSVD MOMENTARY GLIMPSES OF LGTS OUT OF WINDOW.HIT TREES 3MI SHORT OF RWY.LGTS WERE HOUSE LGTS
19731104035179A,DRG APCH ACFT NOT ALIGNED WITH RWY.NOSE WHEEL STRUCK GROUND FIRST COLLAPSED.
19731104035379A,AFTR TKOF ACFT CLBD A FEW FEET THEN SETTLED BACK TO RWY.HIT GUARD RAIL.STRIP SOD & SOFT SAND.
19731104035389A,EX VALVE SPRING SEAT P/N 24027 BKN VALVE REMAINED OPEN.NOSED OVR IN THE DIRT AND GRASS AREA.
19731104036129A,APRX 2QTS OIL DRAINED FROM ENG 10 QTS OIL ADDED ENG CKD OK.OIL DIP STICK PROPER FOR ENG.
19731104036539A,
19731104036549A,ROTOR BLADES DEFLECTED INTO VERT TAIL & PUSHER PROP DURING SEVERE PORPOISE MANEUVER OF GYROCOPTER
19731104036559A,WIND GUSTING 20K.DRG TKOF L WING LIFTED ACFT VEERED R STRUCK AND SUBSTANTIALLY DMGD PIPER CUB.
19731104036569A,ENTERED SPIN ON TURN TO FINAL APCH.RECOVERED BFOR IMPACT.GUSTING TO 25K.
19731104037249A,FRONT L LDG GR ATTACHMENT HAD EVIDENCE OF A PROGRESSIVE BREAK AND CRYSTALIZATION.
19731104037259A,14-16 INCHES SNOW FELL PRIOR TO ACDNT
19731104037919A,"SNOW COVERED SWAMP. SKI STRUCK HOLE, ACFT SWERVED R AND DMGD L WG."
19731104038549A,RECOVERY DATE 11/21/73.
19731104038609A,"OBS REPTD LOW CLG,REDUCED VIZ IN HEAVY RAIN & STRONG WINDS. RECOVERED 11/11/73."
19731104038909A,
19731104039479A,PLT TIME TO 3/14/73.
19731104042949A,PIC APPLIED POWER TO AVOID TREE AND HOUSE AT END OF RUNWAY
19731105034619A,DRG FLARE FOR LDG ACFT DRIFTED OFF R SIDE OF RWY.ACFT STALLED DRG ABRUPT PULL UP TO CLR TREE.
19731105035399A,DSCND FROM LOW CLG IN NEAR VERTICAL ATTITUDE.
19731105035619A,STRUCK PECAN TREE APRX 40FT AGL.TREE WAS ABT 50FT HI.
19731105035829A,KNOWN ENG DEFICIENCY-FERRY FLT FOR ENG MAINT.CYL STUDS BKN.L BRAKE LINE DESTROYED BY FIRE.
19731105037659A,
19731105042569A,"L ENG BEGAN SURGING.DIDN'T RETURN TO ARPT.LNDD ON HWY,L WING HIT SIGNPOST,ACFT SWERVED INTO DITCH."
19731106035409A,THEFT OF ENG AFTR ACDT.AIRBORNE A FEW FEET RTRCTD FLAPS AFTR RWY CTC LWR FLAPS.3IN WATER IN BILGE.
19731106035629A,"SIM FORCED LDG,ACFT HIT PWR WIRES,LANDED,TOOK OFF & RETURNED TO DEPART PT."
19731106035639A,PLT DID NOT HAVE ANY FLT TIME FOR PAST 90 DAYS.
19731106035839A,"L ENG SURGED,PROP FEATH.PLT HAD TO AVOID TREES,BLDGS & RIVER.LND IN PASTURE GR UP."
19731106036571A,COLLIDED 5 3/4 MI NE OF REPUBLIC ARPT. HAD DEP REPUBLIC FOR DEST 4 MIN BFOR IMPACT.
19731106036572A,DEP REPUBLIC ON LOCAL FLT 8 MIN BFOR IMPACT.
19731106037929A,"DENSITY ALT ABOUT 5500 FT. ABORTED TKOF,RAN INTO STEEL POSTS."
19731106039489A,NIGHT IFR ILS APCH TO ALTPT.L TURN AFT OM INBD.BRIEF VHF-NAV RCVR PROBLEM ENROUTE.
19731106041329A,"DURING FAA CERTIFICATION FLT,TAIL ROTOR FAILED, PIC LOST DIR CONTROL.ACFT ABT 20FT AGL."
19731107034419A,GR WARNING HORN INOP.
19731107035849A,"SIM PAR APCH.STUDENT REMOVED HOOD OVR END OF RWY,T/D APRX MIDPT.ROLLED DWN SLOPE."
19731107036589A,"FULL STALL LDG IN SWAMP TO AVOID TREES.2 CYL ENG.SPARK PLUGS FOULED,CLEANED 34HRS PRIOR."
19731107036599A,"RWY UNDER CONST NOT MARKED CLOSED IN ACCORD WITH AC 150/5340-1D.RADIO FAIL,LOW PASS OVR RWY-NO X."
19731107037459A,AIRCRAFT COLLIDED WITH LARGE FLOCK OF BIRDS WHILE CLBG THRU 4000FT MSL.
19731107037939A,FLEW INTO HILLSIDE OUT OF TRNG AREA.ELT AIDED IN SEARCH.RECOVERED 11/8/73.
19731107040659A,NON INST RATED PLT ON IFR FLT PLAN.
19731107041649A,"WATER,RUST IN FUEL.HIT TREES 2500FT SHORT OF RWY.OVERFLEW NEW CLOSED HIWAY."
19731108034989A,"AERONCA N9047E,AIRCOUPE N93685 DMGD AS RESULT OF ACDT.PLT MADE SOFT FLD TKOF ACFT CLBD ABRUPTLY."
19731108035419A,"EXCESSV WEAR FND ON T/R DRIVE GR AND QUILL ASMBLY INADEQT MESH-345 HRS.360 TURNS,CLOSED THROTTLE."
19731108036139A,APCHD RWY IN NOSE LOW ATTITUDE PULLED UP TO FLARE.
19731108036609A,
19731108036929A,FUEL EX R TANK L TANK ABT HALF FULL.T/D IN LAND FILL AREA.
19731108036939A,SIM ENG FAIL.FAILED TO CLR ENG.NO RESPONSE TO THROTTLE.LNDD IN EVERGLADES.
19731108041499A,WIND GUSTING 16K.PLT NOT CERTIFICATED ACFT RECENTLY PURCHASED.
19731108041829A,AIR SEARCH FOR ESCAPED CONVICTS.HIT MTN IN STEEP R BANK.RISING TERRAIN.DA 7200FT.
19731108042379A,"EXTNDD GR MANUALLY.R GR DID NOT DOWN-LOCK,LINKAGE OUT OF ADJUSTMENT,COLLAPSED ON LDG ROLL."
19731109034859A,"TURB ENRT,WX BLOCKING MTN PASS.PLT RTND TO PLAINS.NO RWY INFO AVAIL,A/P UNATNDD.18IN WET SNOW."
19731109035189A,GRND LVL ABT 6 FT LOWER THAN 90 FT OVERRUN. GR CTCD BANK BFOR OVERRUN.
19731109036149A,PILOT TOUCHED DOWN ON A WESTERLY HEADING.WIND 15K 220 DEG.EST 10.2 GPH MFG NML CRUISE 11-13 GPH.
19731109038559A,DWN LOCK RECEPTACLE FREE OF DEFECTS ALL 3 LDG GR AND OPERATING HANDLE HAD PROPER PRELOAD.
19731109038569A,"PLT UNCERTIFICATED,DARK NITE,UNLTD TERRAIN.PLT BLOOD ALCOHOL LEVEL 0.118 PCT."
19731110035199A,PLT ATMPTD LNDG ON GRAVL RD-90 DEG CRSWND TCHDN LONG HIT BRUSH ON BOTH SIDES OF RD.
19731110036159A,NEAR VERT PULLUP TO ABT 250FT AGL THEN IN A 60 DEG L BANK DSCNDD SLO ROTATION.
19731110036169A,T/D APRX 150FT SHORT OF RWY.
19731110037949A,PLT STATED HE THOUGHT SKI CAUGHT UNDER SNOW CRUST
19731110037959A,UNAUTH AND UNQUAL PERSON OPERATED ACFT.
19731110038579A,SLID INTO A 10FT DEEP GULLY.
19731110038589A,AT ABT 7-8FT ABV RWY PLT RDCD PWR ACFT DROPPED IN ON R GR.WING DMGD.
19731110039149A,LNDD TAIL LOW AIRFRAME SUBSTANTIALLY DMGD.
19731110042589A,L CROSS WIND 30K.
19731111035209A,PLT STATED HE ROUNDED OUT HIGH.
19731111035649A,AIRAD ON FILE.1/2 RWY CLOSED.HIT MOUND OF SOD.LNDG AFTER SUNSET.
19731111036179A,LND ON NARROW ROAD. WGS HIT TREES.
19731111036619A,PRCTNRY LDG IN RACE TRACK 10/11/73 DUE SMOKE IN CABIN.DENS ALT APRX 8000FT.
19731111037269A,RAISED LDG GR TO STAY BEHIND SLO ACFT.MISJUDGED INTENT OF OTR ACFT.
19731111037469A,SPOILER HANG UP WHEN OPERATED IMPROPERLY.STRUCK TREES APRX 600FT SHORT OF RWY.
19731111041509A,CLIMBING TURN.
19731111041519A,"CORROSION FOUND ON ELEV CABLE,CLEANED AND COATED WITH RUST PREV.CABLE BKN 12IN FWD OF INSP AREA."
19731112036189A,NOSE GEAR EXTEND-RETRACT MECHANISM FAILED AFTER TAKEOFF PLT ELECTED TO LAND GEAR UP ON FOAMED RWY
19731112036629A,"ACFT SETTLED AFTR L/O,R WHEEL CAUGHT TOP WIRE OF FENCE."
19731112036949A,R WHEEL DUG INTO SOFT GND ACFT TURNED SHARPLY FLIPPED UP ON NOSE.
19731112036959A,PLT'S 1ST T/O IN TAILWHEEL EQUIPD ACFT.
19731112037969A,LDG GR RETRACTED TAXIING TO TAKE OFF.RETRACTION EXTENSION ASSEMBLY SHOWED EXCESSIVE WEAR.
19731112037979A,PLT REPORTED L HEEL CAUGHT ON FWD EDGE OF CARPET.ADD CARPET INSTALLED OVR ORIG CARPET.ROUGH TRRN.
19731112038919A,NARROW RNWY WITH MIN WHL CLC WIDENING IN DIR OF TKOF.
19731112039999A,"PRIOR LAKE,USED FOR WATER LANDINGS. FLEW LOW PATTERN. LOST CTL IN 90 DEG BANK,CRASHED ON LAWN."
19731112040661A,"RADIOS NOT WARMED UP,NO 2-WAY COMM WITH TWR.TKOF INTO CONTROL ZONE."
19731112040662A,
19731113036199A,STRUCK WIRES AND CRASHED IN FARM YARD.ACFT DESCRIBED AS BEING IN SHALLOW DIVE ATTITUDE OVR TREES.
19731113036639A,HAND PROP ENG STARTED PLT UN MOVE THROTTLE FM FULL OPEN.BRACKET 501112-501 THROTTLE 507002-1 BENT
19731113037279A,LACK OF FAMILIARITY WITH VERNIER CONTROLLED THROTTLE PLT COULD NOT UNLOCK MECHANISM-THROTTLE FULL.
19731113039499A,"HIT STEEL BEAM.BLOCK LOCATED GULF OF MEX,100MI SW OF INTRACOASTAL CITY,LA."
19731113039829A,"DEST WX BLO MIN,UN RCV SPCL VFR CLNC DUE IFR TFC.DID NOT DIVERT.NO WX CK ENRT.LNDD ON HWY,HIT SIGN"
19731113040679A,OIL DRAIN OPEN. METAL PARTICLES IN MN OIL SCREEN. 3/8 INCH #2CYL OIL CTL RING MISSING.
19731114034869A,UTILITY POLE NR RWY.
19731114034999A,LND TO R OF UNLTD RWY & HIT FENCE POSTS.MISTOOK WIND ROW OF HAY FOR RWY.
19731114035859A,PLT ATMPT DOWNWIND TAXI IN WIND GUSTING TO 25K.ABORTED TAXI & TRIED TO TAKEOFF.LOST CONTROL.
19731114036969A,LNDD DOWN GRADE T/D ABT HALF WAY DWN 2700FT STRIP.ATMTD GND LOOP AT END OF STRIP BUT HIT FENCE.
19731114037989A,LWR SIDE OF NR 4 PISTON HEAD HAD A HOLE BURNED THRU.NOSE WHEEL FAILED ON CTC WITH SOFT ROUGH GND.
19731114038599A,FRACTURE ORIG AT ROOT OF TOP OUTBOARD THREAD.EVIDENCE OF LACK OF COMPLIANCE WITH OVRHL PROCEDURES.
19731114038929A,"HAD VENTURI-DRIVEN NEEDLE/BALL,NO ATT INDCR.SINGLE CABIN INTERIOR LIGHT PWRD BY AUTO BATTERY."
19731114041109A,DSCNDD BLO MDA.
19731114041119A,CAM P/N 11768 TEETH MISSING REDUCTION GR P/N 12945 ALL TEETH BKN OFF.T/D 75FT BFR FENCE.
19731114041659A,OPN ABOVE 12500FT MSL.NO SUPPLEMENTAL OXYGEN.ENTERED CLOUDS AT 14000FT.
19731115035009A,NR 4 CONN ROD CAP BOLTS BROKE.
19731115036649A,ACFT HIT GUIDE WIRES OF TV ANTENNA. WAS TURNING INTO SETTING SUN.
19731115036659A,"IP CUT R ENG,3000 FT-IP CALLED 2 ENG GO ARND DRG LDG FLAREOUT- R ENG DID NOT RESPOND.IP CUT PWR."
19731115036979A,ENG LOST PWR.LND IN VINEYARD. NR 2 CYL HEAD CRACKED.
19731115037289A,"CANCLD IFR,AS PLT RDCD PWR FOR LDG ACFT DEVELOPED HI SINK RATE.ABT 1/4IN RIME ICE LE WINGS,STAB."
19731115037999A,GUSTING TO 20K.PLT STATED AIR UNSTABLE
19731115042899A,CAUSE OF L ENG OVRSPD CONDITION NOT DETERMINED.ENG NOT FEATHERED.
19731116036669A,"DRG LDG,A HORSE RAN INTO APCH PATH.PLT YAWED ACFT,DSCNDD IN NR LEVEL ATTITUDE."
19731116036989A,"CONTAMINATION FROM NEW FUEL SERVICE UNIT,TYPE OF CONTAMINATION NOT DETERMINED."
19731116037299A,
19731116037669A,SNOW COVERED TUNDRA.RT SKI STRUCK SNOW COVERED HUMMOCK.CFI DID NOT AUTH LDGS OTR THAN APRVD ARPTS.
19731116039159A,CRANKSHAFT ACCESSORY DRIVE GR P/N 76786 FRACTURES ORIGINATED ON DRIVE SIDE OF GR TEETH.
19731116040689A,DMGD L WG.
19731116042579A,INFLT FIRE IN R ENG COMP.CAUSE OF FIRE WAS NOT DTRMND DUE FIRE DMG TO ACFT.
19731116042909A,L ENG DRIVEN FUEL PUMP SHFT P/N 630947-2.DMGD HOUSE & CARPORT.
19731117036209A,"AFT LIFT-OFF SETTLED,BOUNCED,THEN CRASHED INTO PLOWED FLD.SLIGHT NOSE DN ATTITUDE."
19731117036679A,"BECAME AIRBORNE,VEERED L OF STRIP.UN CLEAR TREES NEXT TO RWY.STRIP LTD ON 1 SIDE OF RWY ONLY."
19731117036999A,ACFT PRVSLY CVRD WITH SNOW DRG TIE DWN.
